Age,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,Hours/Week,Country,Income
29,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K.
33,13,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K.
31,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K.
39,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K.
66,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K.
27,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K.
39,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,>50K.
59,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K.
26,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K.
31,11,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K.
45,9,Widowed,?,Unmarried,White,Female,40,Mexico,<=50K.
23,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K.
36,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K.
34,10,Married-civ-spouse,Other-service,Wife,White,Female,12,United-States,>50K.
32,9,Married-civ-spouse,Transport-moving,Husband,White,Male,84,United-States,>50K.
37,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,United-States,>50K.
33,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K.
50,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K.
32,12,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K.
35,13,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K.
37,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
44,10,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K.
57,10,Divorced,Handlers-cleaners,Other-relative,White,Male,25,United-States,<=50K.
29,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,United-States,<=50K.
55,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K.
43,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K.
43,10,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,<=50K.
45,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K.
33,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,<=50K.
26,6,Divorced,Other-service,Unmarried,White,Female,40,Germany,<=50K.
23,10,Married-civ-spouse,Sales,Husband,White,Male,68,United-States,<=50K.
41,4,Separated,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K.
24,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
47,13,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,<=50K.
34,9,Never-married,Craft-repair,Own-child,White,Male,45,United-States,<=50K.
40,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K.
28,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,United-States,<=50K.
24,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,South,<=50K.
73,10,Married-civ-spouse,?,Husband,White,Male,10,United-States,<=50K.
23,9,Never-married,Craft-repair,Other-relative,White,Male,15,United-States,<=50K.
43,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K.
26,13,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K.
58,16,Married-AF-spouse,Exec-managerial,Wife,White,Female,35,United-States,>50K.
52,9,Widowed,Adm-clerical,Unmarried,Black,Female,35,United-States,<=50K.
29,7,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,>50K.
47,7,Married-civ-spouse,Other-service,Husband,White,Male,35,Columbia,<=50K.
49,9,Divorced,Adm-clerical,Unmarried,Black,Female,37,United-States,<=50K.
40,7,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K.
62,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K.
49,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K.
50,13,Divorced,Prof-specialty,Other-relative,White,Female,50,United-States,>50K.
31,9,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,<=50K.
48,14,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K.
24,9,Never-married,Craft-repair,Unmarried,White,Female,40,United-States,<=50K.
41,9,Never-married,?,Own-child,White,Female,40,United-States,<=50K.
37,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,60,United-States,<=50K.
45,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,Japan,>50K.
63,9,Married-civ-spouse,?,Husband,White,Male,16,United-States,<=50K.
36,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,India,<=50K.
45,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K.
41,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K.
26,12,Never-married,Tech-support,Other-relative,White,Female,20,United-States,<=50K.
17,7,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K.
27,9,Married-civ-spouse,Other-service,Husband,White,Male,36,?,<=50K.
43,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,United-States,<=50K.
35,9,Never-married,Transport-moving,Own-child,White,Male,55,United-States,<=50K.
38,13,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K.
26,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K.
28,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K.
38,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,>50K.
36,7,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,<=50K.
33,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K.
19,9,Never-married,Handlers-cleaners,Own-child,White,Male,70,United-States,<=50K.
22,12,Never-married,?,Own-child,White,Male,25,United-States,<=50K.
42,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,<=50K.
50,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K.
30,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States,<=50K.
37,10,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,40,Cambodia,<=50K.
54,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K.
52,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K.
65,2,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,?,<=50K.
33,9,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K.
25,10,Never-married,Tech-support,Other-relative,White,Male,40,United-States,<=50K.
24,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K.
26,11,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K.
39,9,Separated,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K.
59,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K.
29,10,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K.
47,7,Never-married,Other-service,Own-child,White,Female,45,United-States,<=50K.
23,10,Never-married,?,Own-child,White,Female,35,United-States,<=50K.
64,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K.
21,9,Never-married,Other-service,Own-child,Other,Male,20,United-States,<=50K.
32,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,>50K.
26,9,Never-married,Exec-managerial,Not-in-family,Black,Female,37,United-States,<=50K.
19,10,Never-married,?,Own-child,Black,Female,20,United-States,<=50K.
62,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K.
32,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K.
75,6,Married-spouse-absent,?,Not-in-family,White,Female,5,United-States,<=50K.
45,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K.
31,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K.
32,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K.
24,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K.
25,13,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K.
41,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K.
18,10,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K.
44,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K.
40,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K.
27,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K.
23,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K.
21,10,Never-married,Adm-clerical,Not-in-family,Other,Male,40,United-States,<=50K.
37,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K.
65,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K.
43,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K.
45,9,Never-married,Adm-clerical,Not-in-family,White,Male,44,United-States,<=50K.
24,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K.
24,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,United-States,<=50K.
19,10,Never-married,Protective-serv,Own-child,White,Male,35,United-States,<=50K.
37,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K.
24,9,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K.
34,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Germany,<=50K.
50,9,Married-civ-spouse,Other-service,Wife,White,Female,39,United-States,<=50K.
36,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Puerto-Rico,<=50K.
39,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K.
44,4,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K.
45,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K.
32,7,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K.
47,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K.
50,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K.
32,11,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K.
19,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K.
19,10,Never-married,?,Own-child,White,Female,20,United-States,<=50K.
28,14,Divorced,Prof-specialty,Not-in-family,White,Male,10,?,<=50K.
28,9,Divorced,Sales,Other-relative,White,Male,50,United-States,<=50K.
39,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,Poland,>50K.
21,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K.
73,10,Widowed,Farming-fishing,Not-in-family,White,Female,75,United-States,<=50K.
39,4,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K.
25,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K.
31,10,Married-AF-spouse,Sales,Wife,White,Female,20,United-States,<=50K.
51,10,Divorced,Sales,Not-in-family,White,Female,32,United-States,<=50K.
39,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,28,United-States,<=50K.
31,13,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K.
21,10,Never-married,Sales,Own-child,Black,Male,17,United-States,<=50K.
46,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K.
73,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K.
41,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K.
20,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K.
27,12,Never-married,Other-service,Not-in-family,White,Male,30,United-States,<=50K.
24,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,<=50K.
20,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
39,11,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K.
27,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,28,United-States,<=50K.
33,7,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K.
33,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K.
36,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K.
55,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,<=50K.
19,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K.
35,9,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K.
34,3,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,Laos,<=50K.
62,15,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K.
33,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K.
39,5,Married-civ-spouse,Craft-repair,Husband,White,Male,55,Mexico,<=50K.
36,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K.
41,13,Divorced,Adm-clerical,Unmarried,White,Female,33,United-States,<=50K.
39,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K.
38,9,Married-civ-spouse,?,Wife,White,Female,10,United-States,>50K.
18,9,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,<=50K.
61,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K.
20,11,Never-married,Adm-clerical,Own-child,White,Female,36,United-States,<=50K.
35,9,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,>50K.
27,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K.
66,6,Widowed,Other-service,Unmarried,White,Female,38,United-States,<=50K.
21,9,Never-married,Transport-moving,Other-relative,Black,Male,40,United-States,<=50K.
20,10,Never-married,Other-service,Own-child,White,Female,18,United-States,<=50K.
34,10,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K.
63,3,Never-married,Priv-house-serv,Not-in-family,White,Female,50,?,<=50K.
20,9,Never-married,?,Unmarried,White,Male,40,United-States,<=50K.
31,9,Separated,Tech-support,Not-in-family,White,Female,40,United-States,<=50K.
41,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K.
64,2,Married-civ-spouse,Farming-fishing,Husband,Other,Male,45,Columbia,<=50K.
32,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K.
30,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K.
36,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,<=50K.
22,10,Never-married,Farming-fishing,Own-child,White,Male,12,United-States,<=50K.
53,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K.
50,9,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K.
36,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K.
41,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K.
55,13,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K.
38,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K.
28,13,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,<=50K.
24,13,Never-married,Prof-specialty,Own-child,White,Female,37,United-States,<=50K.
60,10,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K.
54,6,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K.
27,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K.
30,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,<=50K.
54,9,Widowed,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K.
44,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K.
52,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K.
18,7,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K.
55,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K.
35,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K.
37,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K.
22,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K.
45,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,England,>50K.
38,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K.
48,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K.
35,11,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K.
21,11,Married-civ-spouse,Craft-repair,Other-relative,White,Male,50,United-States,<=50K.
37,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,60,Philippines,>50K.
18,7,Never-married,Sales,Own-child,White,Male,25,United-States,<=50K.
26,6,Divorced,Machine-op-inspct,Own-child,White,Male,35,United-States,<=50K.
48,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K.
51,10,Separated,Adm-clerical,Not-in-family,Black,Male,40,United-States,>50K.
52,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K.
32,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K.
39,13,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,<=50K.
51,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K.
54,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K.
21,10,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K.
43,9,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K.
32,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K.
